应急掩蔽场所(安浦路),公共设施;紧急避难场所;紧急避难场所,安浦路635,121.531283,31.251492
紧急避难场所(国泰路),公共设施;紧急避难场所;紧急避难场所,四平路与国泰路交叉口西150米,121.508043,31.287547
紧急避难场所(国康路),公共设施;紧急避难场所;紧急避难场所,中山北二路1111号附近,121.505093,31.286249
紧急避难场所(抚顺路),公共设施;紧急避难场所;紧急避难场所,抚顺路239附近,121.515132,31.280099
应急掩蔽场所(安波路985弄),公共设施;紧急避难场所;紧急避难场所,[],121.527542,31.300126
应急掩蔽场所(双阳北路),公共设施;紧急避难场所;紧急避难场所,双阳北路484号附近,121.524551,31.298300
应急掩蔽场所(黄兴路),公共设施;紧急避难场所;紧急避难场所,黄兴路1920号,121.519417,31.292961
应急掩蔽场所(国和路),公共设施;紧急避难场所;紧急避难场所,国和路107附近,121.539305,31.317916
应急掩蔽场所(市光二村西南),公共设施;紧急避难场所;紧急避难场所,包头路361号附近,121.539306,31.317110
应急避难场所(怀德路),公共设施;紧急避难场所;紧急避难场所,怀德路110号,121.528851,31.253786
应急掩蔽场所(长海路),公共设施;紧急避难场所;紧急避难场所,长海路357号,121.526654,31.309967
应急掩蔽场所(智星路),公共设施;紧急避难场所;紧急避难场所,淞沪路383号,121.511310,31.305945
应急掩蔽场所(国宾路),公共设施;紧急避难场所;紧急避难场所,邯郸路600号,121.513394,31.300167
应急避难场所(锦创路),公共设施;紧急避难场所;紧急避难场所,伟康路与锦创路交叉口西南50米,121.508744,31.304568
应急避难场所(政学路),公共设施;紧急避难场所;紧急避难场所,政学路92-96号附近,121.509796,31.306703
应急掩蔽场所(复旦大学教师公寓西南),公共设施;紧急避难场所;紧急避难场所,邯郸路220号,121.506066,31.300485
应急掩蔽场所(雪城公寓东北),公共设施;紧急避难场所;紧急避难场所,许昌路与辽源西路交叉口东北50米,121.515183,31.270239
应急掩蔽场所(周家嘴路),公共设施;紧急避难场所;紧急避难场所,周家嘴路1301号附近,121.512332,31.264739
应急掩蔽场所(双花公寓西),公共设施;紧急避难场所;紧急避难场所,双阳路与松花江路交叉口西150米,121.526946,31.288139
应急掩蔽场所(唐山路),公共设施;紧急避难场所;紧急避难场所,大连路588号,121.510775,31.261472
应急掩蔽场所(安波路),公共设施;紧急避难场所;紧急避难场所,安波路223附近,121.535950,31.303904
应急掩蔽场所(保利香槟苑北),公共设施;紧急避难场所;紧急避难场所,怀德路385号,121.526310,31.255932
应急掩蔽场所(民欣苑西),公共设施;紧急避难场所;紧急避难场所,民星路435号,121.537229,31.310894
应急掩蔽场所(圣骊名苑西),公共设施;紧急避难场所;紧急避难场所,平凉路118附近,121.530555,31.260894
应急掩蔽场所(馨怡花园东北),公共设施;紧急避难场所;紧急避难场所,铁岭路与锦西路交叉口东北150米,121.515465,31.278565
紧急避难场所(智选假日酒店西南),公共设施;紧急避难场所;紧急避难场所,黄兴路1729号上海五角场智选假日酒店1层,121.518920,31.290270
应急掩蔽场所(五角场800号西楼西),公共设施;紧急避难场所;紧急避难场所,国顺东路900弄-23-24,121.522732,31.293816
应急掩蔽场所(杨浦区政风投诉中心西北),公共设施;紧急避难场所;紧急避难场所,长阳路1318弄-75-77号,121.529468,31.264782
应急掩蔽场所(小南国花园酒店南),公共设施;紧急避难场所;紧急避难场所,松花江路附近,121.532824,31.291720
应急掩蔽场所(宝地广场A座东南),公共设施;紧急避难场所;紧急避难场所,大连路317附近,121.511404,31.261178
应急掩蔽场所(龙口路),公共设施;紧急避难场所;紧急避难场所,龙口路165号附近,121.538537,31.269719
应急掩蔽场所(淞沪路),公共设施;紧急避难场所;紧急避难场所,淞沪路246附近,121.515056,31.302208
应急掩蔽场所(扬州路),公共设施;紧急避难场所;紧急避难场所,扬州路588弄2-46号,121.528670,31.258477
紧急避难场所(吉浦路),公共设施;紧急避难场所;紧急避难场所,吉浦路99弄,121.491100,31.300455
紧急避难场所(水丰路),公共设施;紧急避难场所;紧急避难场所,水丰路38号附近,121.543714,31.280446
紧急避难场所(控江路),公共设施;紧急避难场所;紧急避难场所,控江路112附近,121.532790,31.281573
应急掩蔽场所(松花江路),公共设施;紧急避难场所;紧急避难场所,松花江路1210-3号附近,121.522977,31.286234
应急掩蔽场所(万安路),公共设施;紧急避难场所;紧急避难场所,逸仙路661号,121.487179,31.301793
应急掩蔽场所(国科路),公共设施;紧急避难场所;紧急避难场所,黄兴路1599号附近,121.520874,31.286585
应急掩蔽场所(永吉路),公共设施;紧急避难场所;紧急避难场所,永吉路181附近,121.532386,31.282271
应急掩蔽场所(许昌路),公共设施;紧急避难场所;紧急避难场所,许昌路891号附近,121.520435,31.262247
应急掩蔽场所(本溪路),公共设施;紧急避难场所;紧急避难场所,本溪路188号附近,121.514264,31.276156
应急掩蔽场所(国秀路),公共设施;紧急避难场所;紧急避难场所,国秀路与政和路交叉口西北150米,121.513072,31.333066
应急掩蔽场所(密云路),公共设施;紧急避难场所;紧急避难场所,密云路512附近,121.496728,31.282321
应急掩蔽场所(内江路),公共设施;紧急避难场所;紧急避难场所,长阳路3066号附近,121.549389,31.277984
应急掩蔽场所(延吉中路),公共设施;紧急避难场所;紧急避难场所,靖宇南路39附近,121.527531,31.281680
应急掩蔽场所(沧州路),公共设施;紧急避难场所;紧急避难场所,永吉路与沧州路交叉口北100米,121.528915,31.282132
应急掩蔽场所(双花公寓西北),公共设施;紧急避难场所;紧急避难场所,国权东路89号附近,121.526064,31.290006
应急掩蔽场所(佳木斯路),公共设施;紧急避难场所;紧急避难场所,佳木斯路321附近,121.537121,31.294827
应急掩蔽场所(沙岗路),公共设施;紧急避难场所;紧急避难场所,沙岗路880号附近,121.533526,31.304170
应急掩蔽场所(通北路),公共设施;紧急避难场所;紧急避难场所,通北路500号,121.519515,31.259881
应急掩蔽场所(辽阳路),公共设施;紧急避难场所;紧急避难场所,辽阳路与霍山路交叉口东南100米,121.517759,31.258330
应急掩蔽场所(昆明路),公共设施;紧急避难场所;紧急避难场所,大连路315附近,121.511921,31.260328
应急掩蔽场所(福宁路),公共设施;紧急避难场所;紧急避难场所,福宁路60号附近,121.532859,31.254190
应急掩蔽场所(江浦路),公共设施;紧急避难场所;紧急避难场所,江浦路466-2号,121.527810,31.258543
应急掩蔽场所(杨浦区政风投诉中心北),公共设施;紧急避难场所;紧急避难场所,眉州路与龙口路交叉口西南约160米,121.530876,31.264817
应急掩蔽场所(辽源西路),公共设施;紧急避难场所;紧急避难场所,辽源西路251附近,121.508949,31.268319
应急掩蔽场所(吴家浜小区东北),公共设施;紧急避难场所;紧急避难场所,飞虹路南150米,121.511154,31.265171
应急掩蔽场所(飞虹路),公共设施;紧急避难场所;紧急避难场所,飞虹路631号附近,121.509572,31.265245
应急掩蔽场所(兰州路),公共设施;紧急避难场所;紧急避难场所,长阳路1220弄-5-2,121.527423,31.265646
应急掩蔽场所(平凉路),公共设施;紧急避难场所;紧急避难场所,平凉路915号附近,121.530555,31.260296
应急掩蔽场所(控江路),公共设施;紧急避难场所;紧急避难场所,控江路与凤城路交叉口西南约140米,121.523614,31.275563
应急掩蔽场所(鞍山路),公共设施;紧急避难场所;紧急避难场所,鞍山路78弄,121.512826,31.276048
应急掩蔽场所(铁岭路),公共设施;紧急避难场所;紧急避难场所,本溪路166号附近,121.514476,31.276578
应急避难场所(眉州路),公共设施;紧急避难场所;紧急避难场所,眉州路与龙口路交叉口南约80米,121.531499,31.265334
共青国家森林公园(暂停开放),风景名胜;风景名胜;国家级景点,军工路2000号,121.551733,31.318925
黄兴公园(暂停开放),风景名胜;公园广场;公园,国顺东路369号(近双阳北路),121.529963,31.293278
杨浦公园,风景名胜;公园广场;公园,双阳路369号,121.536252,31.280375
复兴岛公园(暂停开放),风景名胜;公园广场;公园,共青路386号,121.562352,31.286431
江浦公园(暂停开放),风景名胜;公园广场;公园,长阳路1111号(江浦路口),121.524087,31.265994
五角场广场,风景名胜;公园广场;城市广场,五角场地铁站5号口步行100米,121.51566,31.299918
杨树浦电厂遗迹公园,风景名胜;公园广场;公园,上海国际时尚中心西南,121.555993,31.266181
杨树浦电厂遗址公园,风景名胜;公园广场;公园,腾越路与杨树浦路交叉口东南360米,121.556477,31.266801
新江湾城公园(暂停开放),风景名胜;公园广场;公园,政和路与国秀路进出口西北角,121.513818,31.333772
黄兴全民体育公园,风景名胜;公园广场;公园,五角场镇双阳北路363号(黄兴公园地铁站2号口步行430米),121.527945,31.296877
松鹤公园(暂停开放),风景名胜;公园广场;公园,抚顺路240号(近江浦路),121.514168,31.2802
民星公园(暂停开放),风景名胜;公园广场;公园,嫩江路1111号(近中原路),121.535028,31.314034
内江公园(暂停开放),风景名胜;公园广场;公园,控江路261号,121.54494,31.286836
延春公园(暂停开放),风景名胜;公园广场;公园,营口路20号(近靖宇东路),121.535845,31.288269
工农公园(暂停开放),风景名胜;公园广场;公园,包头路929号(近殷行路),121.537725,31.325758
叶家花园,风景名胜;公园广场;公园,上海肺科医院第二宿舍,121.502378,31.304362
国歌纪念广场,风景名胜;公园广场;城市广场,荆州路151号(大连路地铁站2号口步行130米),121.514551,31.257933
四平科技公园(暂停开放),风景名胜;公园广场;公园,四平路1777,121.506218,31.287646
平凉公园(暂停开放),风景名胜;公园广场;公园,平凉路1738号(近临青路),121.542596,31.266703
惠民公园(暂停开放),风景名胜;公园广场;公园,惠民路724号(平凉路地铁站5号口步行380米),121.522519,31.258348
四季广场-外广场,风景名胜;公园广场;城市广场,宁国路503四季广场,121.533817,31.267911
波阳公园(暂停开放),风景名胜;公园广场;公园,波阳路200号,121.551564,31.272213
下沉式广场,风景名胜;公园广场;城市广场,淞沪路252-256号,121.516089,31.300461
东方蓝海国际广场-下沉式广场,风景名胜;风景名胜相关;旅游景点,黄兴路1802号附近,121.520928,31.290728
中原休闲广场,风景名胜;公园广场;城市广场,中原路188号正南方向50米,121.53225,31.316994
共青国家森林公园(暂停开放),风景名胜;风景名胜;国家级景点,军工路2000号,121.551733,31.318925
黄兴公园(暂停开放),风景名胜;公园广场;公园,国顺东路369号(近双阳北路),121.529963,31.293278
杨浦公园,风景名胜;公园广场;公园,双阳路369号,121.536252,31.280375
复兴岛公园(暂停开放),风景名胜;公园广场;公园,共青路386号,121.562352,31.286431
江浦公园(暂停开放),风景名胜;公园广场;公园,长阳路1111号(江浦路口),121.524087,31.265994
五角场广场,风景名胜;公园广场;城市广场,五角场地铁站5号口步行100米,121.51566,31.299918
杨树浦电厂遗迹公园,风景名胜;公园广场;公园,上海国际时尚中心西南,121.555993,31.266181
杨树浦电厂遗址公园,风景名胜;公园广场;公园,腾越路与杨树浦路交叉口东南360米,121.556477,31.266801
新江湾城公园(暂停开放),风景名胜;公园广场;公园,政和路与国秀路进出口西北角,121.513818,31.333772
黄兴全民体育公园,风景名胜;公园广场;公园,五角场镇双阳北路363号(黄兴公园地铁站2号口步行430米),121.527945,31.296877
松鹤公园(暂停开放),风景名胜;公园广场;公园,抚顺路240号(近江浦路),121.514168,31.2802
民星公园(暂停开放),风景名胜;公园广场;公园,嫩江路1111号(近中原路),121.535028,31.314034
内江公园(暂停开放),风景名胜;公园广场;公园,控江路261号,121.54494,31.286836
延春公园(暂停开放),风景名胜;公园广场;公园,营口路20号(近靖宇东路),121.535845,31.288269
工农公园(暂停开放),风景名胜;公园广场;公园,包头路929号(近殷行路),121.537725,31.325758
叶家花园,风景名胜;公园广场;公园,上海肺科医院第二宿舍,121.502378,31.304362
国歌纪念广场,风景名胜;公园广场;城市广场,荆州路151号(大连路地铁站2号口步行130米),121.514551,31.257933
四平科技公园(暂停开放),风景名胜;公园广场;公园,四平路1777,121.506218,31.287646
平凉公园(暂停开放),风景名胜;公园广场;公园,平凉路1738号(近临青路),121.542596,31.266703
惠民公园(暂停开放),风景名胜;公园广场;公园,惠民路724号(平凉路地铁站5号口步行380米),121.522519,31.258348
四季广场-外广场,风景名胜;公园广场;城市广场,宁国路503四季广场,121.533817,31.267911
波阳公园(暂停开放),风景名胜;公园广场;公园,波阳路200号,121.551564,31.272213
下沉式广场,风景名胜;公园广场;城市广场,淞沪路252-256号,121.516089,31.300461
东方蓝海国际广场-下沉式广场,风景名胜;风景名胜相关;旅游景点,黄兴路1802号附近,121.520928,31.290728
中原休闲广场,风景名胜;公园广场;城市广场,中原路188号正南方向50米,121.53225,31.316994
兰馨广场,风景名胜;公园广场;城市广场,霍山路1225号(江浦公园地铁站1号口步行490米),121.527621,31.265071
长阳商务休闲广场,风景名胜;公园广场;城市广场,长阳路1681号(宁国路地铁站3号口步行330米),121.535264,31.270973
smpskatepark滑板公园,风景名胜;公园广场;水族馆,新江湾城街道淞沪路2100号smpskatepark滑板公园,121.511394,31.336261
米兰广场,风景名胜;公园广场;城市广场,国权路,121.518465,31.288190
吉浦广场,风景名胜;公园广场;城市广场,吉浦路三门路514号,121.490024,31.304021
同济大学音乐广场,风景名胜;公园广场;城市广场,同济大学,121.500116,31.283491
海上海.弘基休闲广场C,风景名胜;公园广场;城市广场,大连路431附近,121.507725,31.266778
机器人公园,风景名胜;公园广场;水族馆,江浦路1536号(江浦路地铁站3号口步行230米),121.517809,31.276978
明园苑,风景名胜;公园广场;公园,许昌路与长阳路交叉口东约60米,121.520386,31.262607
唐家塔口袋公园,风景名胜;公园广场;公园,源泉路150号(黄兴路地铁站1号口步行230米),121.530518,31.278564
紫藤广场,风景名胜;公园广场;城市广场,中原工农新村小学(市光路地铁站东),121.534984,31.323444
邻睦广场,风景名胜;公园广场;城市广场,松花江路上海理工大学附属小学西北侧约120米,121.538725,31.293157
阿里社区体育广场,风景名胜;公园广场;城市广场,安图路延吉四村社区,121.538929,31.292939
海上海无限可能广场,风景名胜;公园广场;城市广场,大连路990弄,121.507481,31.266859
科普广场,风景名胜;公园广场;城市广场,中原路工农三村(市光路地铁站2号口步行90米),121.532269,31.321727
硕园,风景名胜;风景名胜相关;旅游景点,市光一村68甲,121.535492,31.316249
杨家浜休闲广场,风景名胜;公园广场;城市广场,控江路874弄1-24号(控江路874弄小区),121.535720,31.283490
珠江生活广场,风景名胜;公园广场;城市广场,平凉路1889号,121.544138,31.269314
